2014 Form EIA-860 Data - Schedule 6Dcomma 'Cooling System Data',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility ID,Utility Name,Plant Code,Plant Name,State,Cooling ID,Cooling Status,Inservice Month,Inservice Year,Cooling Type 1,Cooling Type 2,Cooling Type 3,Cooling Type 4,Percent Dry Cooling,Cooling Water Source,Cooling Water Discharge,Water Source Code,Water Type Code,Intake Rate at 100% (Gallons per Minute),Chlorine Inservice Month,Chlorine Inservice Year,Pond Inservice Month,Pond Inservice Year,Pond Surface Area (Acres),Pond Volume (Acre Feet),Tower Inservice Month,Tower Inservice Year,Tower Type 1,Tower Type 2,Tower Type 3,Tower Type 4,Tower Water Rate (Gallons per Minute),Power Requirement (MW),Cost Total (Thousand Dollars),Cost Ponds (Thousand Dollars),Cost Towers (Thousand Dollars),Cost Chlorine Equipment (Thousand Dollars),Intake Distance Shore (Feet),Outlet Distance Shore (Feet),Intake Distance Surface (Feet),Outlet Distance Surface (Feet),Steam Plant Type
814,Entergy Arkansas Inc,170,Lake Catherine,AR,3,RE,6,1952,ON,,,, ,Lake Catherine,,SW,FR,"61,939",7,1984, , , , , , ,,,,, , ,228, , , ,100,,36,3,1
814,Entergy Arkansas Inc,170,Lake Catherine,AR,4,OP,6,1970,ON,,,, ,Lake Catherine,Lake Catherine,SW,FR,"329,891",7,1984, , , , , , ,,,,, , ,"1,354", , , ,170,,45,7,1
814,Entergy Arkansas Inc,173,Robert E Ritchie,AR,1,RE,6,1961,ON,,,, ,Mississippi River,,SW,FR,"140,035", , , , , , , , ,,,,, , ,"3,946", , , ,120,120,31,31,4
814,Entergy Arkansas Inc,173,Robert E Ritchie,AR,2,RE,3,1968,ON,,,, ,Mississippi River,,SW,FR,"167,414", , , , , , , , ,,,,, , ,"1,804", , , ,120,120,31,31,4
814,Entergy Arkansas Inc,6009,White Bluff,AR,1,OP,8,1980,RN,,,, ,Arkansas River,Arkansas River,SW,FR,"20,196", , , , , , ,8,1980,NW,,,,"368,939",7,"9,220", ,"9,220", ,160,,48,,1
814,Entergy Arkansas Inc,6009,White Bluff,AR,2,OP,7,1981,RN,,,, ,Arkansas River,Arkansas River,SW,FR,"20,196", , , , , , ,7,1981,NW,,,,"368,939",7,"9,220", ,"9,220", ,160,,48,,1
814,Entergy Arkansas Inc,6641,Independence Steam Electric Station,AR,1,OP,1,1983,RN,,,, ,White River,White River,SW,FR,"9,874",1,1983, , , , ,1,1983,NW,,,,"309,694",7,"10,757", ,"10,269",488,,,16,1,1
814,Entergy Arkansas Inc,6641,Independence Steam Electric Station,AR,2,OP,1,1985,RN,,,, ,White River,White River,SW,FR,"9,874",1,1985, , , , ,1,1985,NW,,,,"309,694",7,"11,572", ,"11,047",525,,,16,1,1
814,Entergy Arkansas Inc,8055,Arkansas Nuclear One,AR,CW1,OP,5,1974,ON,,,, ,Lake Dardenelle,Lake Dardenelle,SW,FR,"763,911",12,1974, , , , , , ,,,,, , , , , , ,"4,000","2,000", , ,3
814,Entergy Arkansas Inc,8055,Arkansas Nuclear One,AR,CW2,OP,3,1980,RN,,,, ,Lake Dardenelle,Lake Dardenelle,SW,FR,"11,759",3,1980, , , , ,3,1980,NW,,,,"423,248",0.002, , , , , , , , ,3
814,Entergy Arkansas Inc,55418,Hot Spring Generating Facility,AR,1CW,OP,6,2002,RI,,,, ,Ouachita River,Ouachita River,SW,FR,"160,233",6,2002, , , , ,6,2002,MW,,,,"172,800",1.27,"4,629", ,"2,138",38,,45,12,45,1
924,"Associated Electric Coop, Inc",2167,New Madrid,MO,1,OP,10,1972,ON,,,, ,Mississippi River,Mississippi River,SW,FR,"330,000", , , , , , , , ,,,,, , ,"1,598", , , ,160,160,26,26,1
924,"Associated Electric Coop, Inc",2167,New Madrid,MO,2,OP,2,1977,ON,,,, ,Mississippi River,Mississippi River,SW,FR,"330,000", , , , , , , , ,,,,, , ,"1,598", , , ,160,160,26,26,1
924,"Associated Electric Coop, Inc",2168,Thomas Hill,MO,CW12,OP,12,1966,ON,,,, ,Thomas Hill Lake,Thomas Hill Lake,SW,FR,"250,000",12,1966, , , , , , ,,,,, , ,"4,980", , , ,50,,35,5,1
924,"Associated Electric Coop, Inc",2168,Thomas Hill,MO,CW3,OP,7,1982,ON,,,, ,Thomas Hill Lake,Thomas Hill Lake,SW,FR,"300,000",7,1982, , , , , , ,,,,, , ,"4,874", , , ,50,10,35,5,1
924,"Associated Electric Coop, Inc",7604,St Francis Energy Facility,MO,1,OP,9,1999,RI,,,, ,McNainy Aquifer,,GW,FR,"55,500",9,1999, , , , ,9,1999,MW,,,,"60,600",0.19,"5,000", ,"5,000", , , , , ,3
924,"Associated Electric Coop, Inc",7757,Chouteau,OK,1,OP,5,2000,RI,,,, ,Neosho River,,SW,FR,"122,360", , , , , , ,5,2000,MW,,,,"130,200",1.4,"9,000", ,"9,000", ,"9,300", , , ,1
924,"Associated Electric Coop, Inc",7757,Chouteau,OK,2,OP,5,2011,RI,,,, ,Neosho River,,SW,FR,"114,000", , , , , , ,5,2011,MW,,,,"130,200",1.4,"9,000", ,"9,000", ,"9,300", , , ,1
924,"Associated Electric Coop, Inc",55340,Dell Power Station,AR,2,OP,8,2007,RI,,,, ,Wells,,GW,FR,"185,700", , , , , , ,8,2007,MW,,,,"192,500",5.37,"9,000", ,"9,000", ,160,160,26,26,1
1015,Austin Energy,3548,Decker Creek,TX,1,OP,8,1970,ON,,,, ,Lake Walter E. Long,Lake Walter E. Long,SW,FR,"232,046", , , , , , , , ,,,,, , ,"4,020", , , ,360,830,10,8,1
1015,Austin Energy,3548,Decker Creek,TX,2,OP,8,1977,ON,,,, ,Lake Walter E. Long,Lake Walter E. Long,SW,FR,"240,125", , , , , , , , ,,,,, , ,"4,620", , , ,360,830,10,8,1
1015,Austin Energy,7900,Sand Hill,TX,CLTWR1,OP,3,2004,RI,,,, ,Colorado River/ SA Reg WWTP,Colorado River,SW,FR,"2,693",3,2004, , , , ,3,2004,MW,,,,"118,043",3.7,"2,000", ,"1,500",100,20, ,3, ,1
1074,Hays Energycomma LLC,55144,Hays Energy Project,TX,ACC1,OP,5,2002,DC,,,,100%,,,,, , , , , , , ,5,2002,MD,,,, ,1.35,"3,007", , , , , , , ,3
1074,Hays Energycomma LLC,55144,Hays Energy Project,TX,ACC2,OP,4,2002,DC,,,,100%,GBRA/City of San Marcos,,,, , , , , , , ,4,2002,MD,,,, ,1.35,"3,041", , , , , , , ,3
1074,Hays Energycomma LLC,55144,Hays Energy Project,TX,CT3,OP,5,2002,RI,,,, ,GBRA/CITY OF SAN MARCOS,,SW,BR,"2,065", , , , , , ,8,2002,MW,,,,"55,000",3,"3,099", , , , , , , ,3
1074,Hays Energycomma LLC,55144,Hays Energy Project,TX,CT4,OP,8,2002,RI,,,, ,GBRA/CITY OF SAN MARCOS,,SW,BR,"2,065", , , , , , ,8,2002,MW,,,,"55,000",3,"2,660", , , , , , , ,3
1307,Basin Electric Power Coop,2817,Leland Olds,ND,1,OP,1,1966,ON,,,, ,Missouri River,Missouri River,SW,FR,"74,955", , , , , , , , ,,,,, , ,647, , , ,,, ,2,1
1307,Basin Electric Power Coop,2817,Leland Olds,ND,2,OP,12,1975,ON,,,, ,Missouri River,Missouri River,SW,FR,"156,193", , , , , , , , ,,,,, , ,"1,593", , , ,,, ,2,1
1307,Basin Electric Power Coop,6204,Laramie River Station,WY,1,OP,7,1980,RI,,,, ,Grayrocks Dam Laramie River,Grayrocks Dam Laramie River,SW,FR,"16,607", , , , , , ,7,1980,MW,,,,"219,927",2,"16,991", ,"16,991", ,140, ,54, ,1
1307,Basin Electric Power Coop,6204,Laramie River Station,WY,2,OP,7,1981,RI,,,, ,Grayrocks Dam Laramie River,Grayrocks Dam Laramie River,SW,FR,"16,607", , , , , , ,7,1981,MW,,,,"219,927",2,"16,991", ,"16,991", ,140, ,54, ,1
1307,Basin Electric Power Coop,6204,Laramie River Station,WY,3,OP,11,1982,RI,,,, ,Grayrocks Dam Laramie River,Grayrocks Dam Laramie River,SW,FR,"16,607", , , , , , ,11,1982,MW,,,,"219,927",2,"16,991", ,"16,991", ,140, ,54, ,1
1307,Basin Electric Power Coop,6469,Antelope Valley,ND,CC1,OP,7,1984,RI,,,, ,Lake Sakakawea,Lake Sakakawea,SW,FR,"24,686", , , , , , ,7,1984,MW,,,,"187,163",1,"4,324", ,"4,324", ,"2,170", ,67, ,1
1307,Basin Electric Power Coop,6469,Antelope Valley,ND,CC2,OP,7,1986,RI,,,, ,Lake Sakakawea,Lake Sakakawea,SW,FR,"24,686", , , , , , ,7,1986,MW,,,,"187,163",1,"4,524", ,"4,524", ,"2,170", ,67, ,1
1307,Basin Electric Power Coop,56609,Dry Fork Station,WY,ACC,OP,11,2011,DC,,,,100%,,,,, , , , , , , ,5,2011,MD,,,, ,8.845,45, ,45, , , , , ,1
1307,Basin Electric Power Coop,56610,Deer Creek Station,SD,U1ACC,OP,6,2012,DC,,,, ,,,,, , , , , , , ,6,2012,MD,,,, ,3.7,"18,000", , , , , , , ,1
1616,Berkshire Power Co LLC,55041,Berkshire Power,MA,CT1A,OP,9,1999,RI,,,, ,Municipal Reservoir,,SW,FR,"1,122", , , , , , ,9,1999,MW,,,,"65,978",0.4,"2,000", ,"2,000", , , , , ,3
1692,Big Rivers Electric Corp,1381,Kenneth C Coleman,KY,C1,SC,9,1969,ON,,,, ,Ohio River,Ohio River,SW,FR,"82,585", , , , , , , , ,,,,, , ,"3,214", , , ,,,9,,1
1692,Big Rivers Electric Corp,1381,Kenneth C Coleman,KY,C2,SC,8,1970,ON,,,, ,Ohio River,Ohio River,SW,FR,"82,585", , , , , , , , ,,,,, , ,"3,214", , , ,,,9,,1
1692,Big Rivers Electric Corp,1381,Kenneth C Coleman,KY,C3,SC,8,1971,ON,,,, ,Ohio River,Ohio River,SW,FR,"82,585", , , , , , , , ,,,,, , ,"3,214", , , ,,,9,,1
1692,Big Rivers Electric Corp,1382,HMP&L Station Two Henderson,KY,H,OP,6,1973,RI,,,, ,Green River,Green River,SW,FR,"4,488", , , , , , ,6,1973,MW,,,,"85,000",1,"3,327", , , ,40,40,10,7,1
1692,Big Rivers Electric Corp,6639,R D Green,KY,G1,OP,12,1979,RI,,,, ,Green River,Green River,SW,FR,"3,142", , , , , , ,12,1979,MW,,,,"105,400",5,"5,571", ,"5,571", ,40,40,10,7,1
1692,Big Rivers Electric Corp,6639,R D Green,KY,G2,OP,12,1980,RI,,,, ,Green River,Green River,SW,FR,"3,142", , , , , , ,12,1980,MW,,,,"104,578",5,"5,771", ,"5,771", ,10,10,10,7,1
1692,Big Rivers Electric Corp,6823,D B Wilson,KY,W1,OP,11,1986,RI,,,, ,Green River,Green River,SW,FR,"5,835", , , , , , ,11,1986,MW,,,,"200,179",1,"31,894", ,"31,894", ,,5,9,10,1
1735,Birchwood Power Partners LP,54304,Birchwood Power,VA,1F,OP,11,1996,RI,,,, ,Rappahannock River,Rappahannock River,SW,BR,"4,400",11,1996, , , , ,11,1996,MW,,,,"106,700",3,"3,737",765,"2,972", ,120,130,18,20,1
2171,Brazos Valley Energy,55357,Brazos Valley Generating Facility,TX,CT1,OP,5,2003,RI,,,, ,Brazos River,Brazos River,SW,FR,"5,000",5,2003, , , , ,5,2003,MW,,,,"118,491",3,"5,937", ,"2,626",97,84,20,7, ,1
2172,Brazos Electric Power Coop Inc,3628,R W Miller,TX,1,OP,10,1968,ON,,,, ,Lake Palo Pinto,Lake Palo Pinto,SW,FR,"60,143", , , , , , , , ,,,,, , ,"1,600", , , ,,300,30,5,1
2172,Brazos Electric Power Coop Inc,3628,R W Miller,TX,2,OP,3,1972,ON,,,, ,Lake Palo Pinto,Lake Palo Pinto,SW,FR,"79,892", , , , , , , , ,,,,, , ,"1,600", , , ,,300,30,5,1
2172,Brazos Electric Power Coop Inc,3628,R W Miller,TX,3,OP,8,1975,ON,,,, ,Lake Palo Pinto,Lake Palo Pinto,SW,FR,"144,075", , , , , , , , ,,,,, , ,"4,300", , , ,,300,33,5,1
2172,Brazos Electric Power Coop Inc,54817,Johnson County,TX,1 HRC,OP,1,1997,RI,,,, ,Municipal,Municipal - City of Cleburne,OT,FR,"1,346", , , , , , ,1,1997,MW,,,,"75,404",1.8,"3,500", ,"2,000", , , , , ,1
2172,Brazos Electric Power Coop Inc,55230,Jack County,TX,CTW1,OP,2,2006,RI,,,, ,Lake Bridgeport,N/A,SW,FR,"2,693", , , , , , ,2,2006,MW,,,,"86,176",1,"23,840", ,"8,477", ,"1,000", ,36, ,1
2172,Brazos Electric Power Coop Inc,55230,Jack County,TX,CTW2,OP,7,2011,RI,,,, ,Lake Bridgeport,N/A,SW,FR,"2,693", , , , , , ,7,2011,MW,,,,"175,493",1.7,"22,200", ,"4,900", ,"1,000", ,36, ,1
2232,Bridgeport Energy LLC,55042,Bridgeport Energy Project,CT,CWS1,OP,5,1999,ON,,,, ,Pequonnock River,Long Island Sound,SW,BR,"3,254",5,1999, , , , , , ,,,,, , , , , , , , , , ,3
2313,Brooklyn Navy Yard Cogen PLP,54914,Brooklyn Navy Yard Cogeneration,NY,001,OP,3,1996,ON,,,, ,East River,,SW,BR,"68,752",3,1996, , , , , , ,,,,, , , , , , , , , , ,4
2338,Calpine Central LP,56104,Mankato Energy Center,MN,CT101,OP,7,2006,RI,,,, ,City of Mankato POTW,City of Mankato POTW,PD,BE,"3,812",7,2006, , , , ,7,2006,MW,,,,"202,000",2.6,"20,000", ,"2,484", , , , , ,1
2442,City of Bryan - (TX),3561,Bryan (TX),TX,3,RE,6,1954,RI,,,, ,Municipality,Finfeather Lake,OT,OT,"13,016", , , , , , ,6,1954,MW,,,,"12,567",0.216,223, ,223, , , , , ,1
2442,City of Bryan - (TX),3561,Bryan (TX),TX,4,RE,6,1958,RI,,,, ,Municipality,Finfeather Lake,OT,OT,"19,749", , , , , , ,6,1958,MW,,,,"20,197",0.341,116, ,116, , , , , ,1
2442,City of Bryan - (TX),3561,Bryan (TX),TX,5,RE,6,1966,RI,,,, ,Municipality,Finfeather Lake,OT,OT,"23,339", , , , , , ,6,1966,MW,,,,"23,339",0.434,122, ,122, , , , , ,1
2442,City of Bryan - (TX),3561,Bryan (TX),TX,6,RE,6,1969,RI,,,, ,Municipality,Finfeather Lake,OT,OT,"35,009", , , , , , ,6,1969,MW,,,,"35,458",0.6,219, ,219, , , , , ,1
2442,City of Bryan - (TX),6243,Dansby,TX,1,OP,6,1978,ON,,,, ,Lake Bryan,Lake Bryan,SW,FR,"103,680", , , , , , , , ,,,,, , ,"2,530","2,530", , ,28,30,27,14,1
2507,City of Burbank Water and Power,6013,Olive,CA,01,SB,11,1959,RI,,,, ,Municipality,Municipality,PD,BE,"2,693",11,1959, , , , ,11,1959,MW,,,,"33,662",0.802,420, ,211, , , , , ,1
2507,City of Burbank Water and Power,6013,Olive,CA,02,SB,2,1965,RI,,,, ,Municipality,Municipality,PD,BE,"2,693",2,1965, , , , ,2,1965,MW,,,,"38,151",0.67,320, ,616, , , , , ,1
2507,City of Burbank Water and Power,56046,Magnolia Power Project,CA,2,OP,9,2005,RI,,,, ,Municipality,Zero Liquid Discharge System,PD,BE,763, , , , , , ,9,2005,MW,,,,"83,034",1,"10,443", ,"10,443", , , , , ,1
2799,Calpine Corp - Metcalf Energy Center,55393,Metcalf Energy Center,CA,CLGTWR,OP,5,2005,RI,,,, ,San Jose Municipal,San Jose Municipal,PD,BE,"8,003", , , , , , ,5,2005,MW,,,,"134,021",5,"4,000", ,"4,000", , , , , ,1
2820,Calpine Corp - Pastoria Energy Center,55656,"Pastoria Energy Facility, LLC",CA,CWT01,OP,7,2005,RI,,,, ,Wheeler Ridge Maricopa Water Dist.,None,SW,FR,"2,693",7,2005, , , , ,7,2005,MW,,,,"147,217",9,"5,780", ,"5,780", , , , , ,3
2820,Calpine Corp - Pastoria Energy Center,55656,"Pastoria Energy Facility, LLC",CA,CWT02,OP,5,2005,RI,,,, ,Wheeler Ridge Maricopa Water Dist.,None,SW,FR,"1,346",5,2005, , , , ,5,2005,MW,,,,"74,057",4.5,"1,309", ,"1,309", ,,,,,3
2838,Baytown Energy Center LLC,55327,Baytown Energy Center,TX,CT,OP,6,2002,RI,,,, ,Coastal Water Authority/Muncpl,Host Facility,SW,FR,"12,482", , , , , , ,6,2002,MW,,,,"207,809",2,"5,000", ,"5,000", , , , , ,1
2843,Los Medanos Energy Center LLC,55217,Los Medanos Energy Center,CA,CT,OP,8,2001,RI,,,, ,Delta Diablo Sanitation Dist,Delta Diablo Sanitation Dist,PD,BE,"1,661", , , , , , ,8,2001,MW,,,,"110,412",3,"4,000", ,"2,500", , , , , ,1
2860,Los Esteros Critical Energy Facility LLC,55748,Los Esteros Critical Energy Center,CA,1,OP,6,2013,RI,,,, ,City of San Jose Municipal,City of San Jose Municipal,PD,BE,"93,000", , , , , , ,6,2013,MW,,,,"93,000",95,"3,000", ,"3,000", , , , , ,1
2860,Los Esteros Critical Energy Facility LLC,55748,Los Esteros Critical Energy Center,CA,2,OP,6,2013,RI,,,, ,City of San Jose Municipal,City of San Jose Municipal,PD,BE,"16,000", , , , , , ,6,2013,MW,,,,"16,000",85,"5,000", ,"5,000", , , , , ,1
2876,Calvert Cliffs Nuclear PP LLC,6011,Calvert Cliffs Nuclear Power Plant,MD,SYS042,OP,5,1975,ON,,,, ,Chesapeake Bay,Chesapeake Bay,SW,BR,"2,400,349", , , , , , , , ,,,,, , , , , , ,,850,36,10,3
2877,Calpine Corp-Magic Valley,55123,Magic Valley Generating Station,TX,CT,OP,2,2002,RI,,,, ,Municipality,HCID North Main Drain Canal,PD,BE,"3,142",2,2002, , , , ,2,2002,MW,,,,"193,626",4,"2,627", ,"2,627", , , , , ,1
2891,Westbrook Energy Center,55294,Westbrook Energy Center Power Plant,ME,CIRC,OP,5,2001,RI,,,, ,MUNICIPAL SUPPLY,MUNICIPAL SUPPLY,SW,FR,"2,244", , , , , , ,5,2001,MW,,,,"148,114",4.8, , , , , , , , ,3
2897,Oneta Power LLC,55225,Oneta Energy Center,OK,CW-1,OP,7,2002,RI,,,, ,Municipality,Arkansas River,SW,FR,"2,917",7,2002, , , , ,7,2002,MW,,,,"173,698",5, , , , , , , , ,1
2897,Oneta Power LLC,55225,Oneta Energy Center,OK,CW-2,OP,6,2003,RI,,,, ,Municipality,Arkansas River,SW,FR,"2,917",7,2002, , , , ,6,2003,MW,,,,"173,698",5, , , , , , , , ,1
2929,Decatur Energy Center LLC,55292,Decatur Energy Center,AL,CWS,OP,6,2002,RI,,,, ,Tennessee River,Tennessee River,SW,FR,"3,142",6,2002, , , , ,6,2002,MW,,,,"176,839",6,"40,000", ,"15,000",12,,"2,640",10,,1
2934,Calpine Corp - Hidalgo,55545,Hidalgo Energy Center,TX,CTOWER,OP,6,2000,RI,,,, ,City of McAllen Waste Water Center,North Main Drain,PD,BE,"2,222",6,2000, , , , ,6,2000,MW,,,,"160,448",3,"4,735", ,"4,700",35,"10,000","3,960",10,10,3
3046,Duke Energy Progress - (NC),2706,Asheville,NC,1,OP,5,1964,RC,,,, ,Lake Julian (Powell Creek),Lake Julian (Powell Creek),SW,FR,"89,766", , ,5,1964,320,"9,000", , ,,,,, , ,"2,166","1,366", , , , ,7, ,1
3046,Duke Energy Progress - (NC),2706,Asheville,NC,2,OP,5,1964,RC,,,, ,Lake Julian (Powell Creek),Lake Julian (Powell Creek),SW,FR,"114,901", , ,5,1964,320,"9,000", , ,,,,, , ,"2,366","1,366", , , , ,6, ,1
3046,Duke Energy Progress - (NC),2708,Cape Fear,NC,5,RE,12,1956,ON,RF,,, ,Cape Fear River,,SW,FR,"6,284", , , , , , ,6,1974,MW,,,,"81,687",2,"3,584", ,959, , , ,15,15,4
3046,Duke Energy Progress - (NC),2708,Cape Fear,NC,6,RE,7,1958,ON,RF,,, ,Cape Fear River,,SW,FR,"6,284", , , , , , ,6,1974,MW,,,,"96,050",2,"3,584", ,958, , , ,15,15,4
3046,Duke Energy Progress - (NC),2709,HF Lee Plant,NC,1,RE,6,1952,RC,,,, ,H F Lee Lake,,SW,FR,"59,695", , ,8,1962,575,"3,800",6,1952,MW,,,,"52,513",0.52,"1,308","1,308", , , , ,5, ,4
3046,Duke Energy Progress - (NC),2709,HF Lee Plant,NC,2,RE,5,1951,RC,,,, ,H F Lee Lake,,SW,FR,"59,695", , ,8,1962,575,"3,800",5,1951,MW,,,,"60,592",0.67,"1,308","1,308", , , , ,5, ,4
3046,Duke Energy Progress - (NC),2709,HF Lee Plant,NC,3,RE,8,1962,RC,,,, ,H F Lee Lake,,SW,FR,"107,271", , ,8,1962,575,"3,800", , ,,,,, ,1.57,"1,308","1,308", , , , ,5, ,4
3046,Duke Energy Progress - (NC),2712,Roxboro,NC,1,OP,5,1966,ON,,,, ,Hyco Lake (Hyco River),Hyco Lake (Hyco River),SW,FR,"173,000", , ,5,1966,"3,750","77,000", , ,,,,, , ,"4,303", , , , , ,10,10,1
3046,Duke Energy Progress - (NC),2712,Roxboro,NC,2,OP,5,1968,ON,,,, ,Hyco Lake (Hyco River),Hyco Lake (Hyco River),SW,FR,"267,900", , ,5,1966,"3,750","77,000", , ,,,,, , ,"1,477", , , , , ,10,10,1
3046,Duke Energy Progress - (NC),2712,Roxboro,NC,3,OP,6,1973,OC,RI,,, ,Hyco Lake (Hyco River),Hyco Lake (Hyco River),SW,FR,"351,000", , ,5,1966,"3,750","77,000",10,1976,MW,,,,"351,000",6,"21,135", , , , , ,10,10,1
3046,Duke Energy Progress - (NC),2712,Roxboro,NC,4,OP,9,1980,RI,,,, ,Hyco Lake (Hyco River),Hyco Lake (Hyco River),SW,FR,"344,000", , , , , , ,9,1980,MW,,,,"344,000",3,"12,229", ,"7,000", , , ,10, ,1
3046,Duke Energy Progress - (NC),2713,L V Sutton Steam,NC,1,RE,8,1954,RC,,,, ,Sutton Lake (Catfish Creek),Sutton Lake (Catfish Creek),SW,FR,"60,143", , ,6,1972,"1,110","7,060", , ,,,,, , ,"2,625","2,526", , ,130, ,9, ,4
3046,Duke Energy Progress - (NC),2713,L V Sutton Steam,NC,2,RE,5,1955,RC,,,, ,Sutton Lake (Catfish Creek),Sutton Lake (Catfish Creek),SW,FR,"61,041", , ,6,1972,"1,110","7,060", , ,,,,, , ,"2,631","2,526", , ,130, ,9, ,4
3046,Duke Energy Progress - (NC),2713,L V Sutton Steam,NC,3,RE,6,1972,RC,,,, ,Sutton Lake (Catfish Creek),Sutton Lake (Catfish Creek),SW,FR,"266,606", , ,6,1972,"1,110","7,060", , ,,,,, , ,"4,811","2,526", , ,130, ,9, ,4
3046,Duke Energy Progress - (NC),2716,W H Weatherspoon,NC,1,RE,9,1949,RC,,,, ,Weatherspoon Lake(Lumber River,,SW,FR,"36,804", , ,8,1975,225,"1,850", , ,,,,, , ,906,490, , , , ,18, ,4
3046,Duke Energy Progress - (NC),2716,W H Weatherspoon,NC,2,RE,6,1950,RC,,,, ,Weatherspoon Lake(Lumber River,,SW,FR,"36,804", , ,8,1975,225,"1,850", , ,,,,, , ,906,490, , , , ,18, ,4
3046,Duke Energy Progress - (NC),2716,W H Weatherspoon,NC,3,RE,8,1952,RC,,,, ,Weatherspoon Lake(Lumber River,,SW,FR,"47,127", , ,8,1975,225,"1,850", , ,,,,, , ,"1,000",783, , , , ,18, ,4
3046,Duke Energy Progress - (NC),3251,H B Robinson,SC,1,OP,5,1960,RC,,,, ,Lake Robinson,Lake Robinson,SW,FR,"87,000",5,1960,5,1960,"2,250","31,000", , ,,,,, , ,"4,898","3,776", ,17,15, ,40, ,3
3046,Duke Energy Progress - (NC),3251,H B Robinson,SC,2,OP,3,1971,RC,,,, ,Lake Robinson,Lake Robinson,SW,FR,"501,484", , ,5,1960,"2,250","31,000", , ,,,,, , , , , , , , , , ,3
3046,Duke Energy Progress - (NC),6014,Brunswick Nuclear,NC,1,OP,3,1977,ON,,,, ,Atlantic Ocean (Cape Fear),Atlantic Ocean (Cape Fear),SW,SA,"523,983", , , , , , , , ,,,,, , , , , , , , , , ,3
3046,Duke Energy Progress - (NC),6014,Brunswick Nuclear,NC,2,OP,11,1975,ON,,,, ,Atlantic Ocean (Cape Fear),Atlantic Ocean (Cape Fear),SW,SA,"523,983", , , , , , , , ,,,,, , , , , , , , , , ,3
3046,Duke Energy Progress - (NC),6015,Harris,NC,1,OP,5,1987,RN,,,, ,Shearon Harris Reservoir,Shearon Harris Reservoir,SW,FR,"26,930", , , , , , ,5,1987,NW,,,,"538,149",7.8, , ,"40,400", ,,400,30,40,3
3046,Duke Energy Progress - (NC),6250,Mayo,NC,1,OP,3,1983,RI,,,, ,Mayo Lake (Mayo Creek),Mayo Lake (Mayo Creek),SW,FR,"9,425", , , , , , ,3,1983,MW,,,,"257,180",5.04,"12,419", ,"6,180", , , ,12, ,1
3046,Duke Energy Progress - (NC),7805,Sherwood H Smith Jr Energy Complex,NC,ST4,OP,6,2002,RI,,,, ,Pee Dee River,Pee Dee River,SW,FR,"2,295",6,2002, , , , ,6,2009,MW,,,,"124,000",1.78, , , , , , , , ,1
3046,Duke Energy Progress - (NC),7805,Sherwood H Smith Jr Energy Complex,NC,ST5,OP,6,2011,RI,,,, ,Pee Dee River,Pee Dee River,SW,FR,"3,411",6,2011, , , , ,6,2011,MW,,,,"161,450",1.78, , , , ,,,,,1
3046,Duke Energy Progress - (NC),58215,Lee Combined Cycle Plant,NC,ST1,OP,12,2012,RC,,,, ,Quaker Neck Lake,Quaker Neck Lake,SW,FR,"249,999", , ,8,1962,575,"3,800", , ,,,,, , ,"1,500", , , , , ,5, ,1
3046,Duke Energy Progress - (NC),58697,L V Sutton Combined Cycle,NC,001,OP,11,2013,RC,,,, ,"Sutton Cooling Pond, Cape Fear Riv","Sutton Cooling Pond, Cape Fear Riv",SW,BR,"200,000",11,2013,11,1972,"1,110","12,093", , ,,,,, , , , , , ,,,20,12,1
3131,Carville Energy LLC,55404,Carville Energy LLC,LA,CTW,OP,6,2003,RI,,,, ,Mississippi River,Mississippi River,SW,FR,"1,997",6,2003, , , , ,6,2003,MW,,,,"109,964",1,"2,300", ,"2,300", , , , , ,1
3265,Cleco Power LLC,51,Dolet Hills,LA,CW,OP,4,1986,RI,,,, ,Toledo Bend Lake,Red River Oxbow,SW,FR,"12,500", , , , , , ,4,1986,MW,,,,"358,616",4,"11,810", ,"11,810", ,,,,,1
3265,Cleco Power LLC,1396,Coughlin Power Station,LA,6,OP,6,1961,OC,,,, ,Bayou Cocodrie,Mountain Bayou/Dossman Lake,SW,FR,"52,513", , ,12,1956,650,"4,130", , ,,,,, , ,364,160, , ,,,9,7,1
3265,Cleco Power LLC,1396,Coughlin Power Station,LA,7,OP,2,1966,OC,,,, ,Bayou Cocodrie,Mountain Bayou/Dossman Lake,SW,FR,"110,861", , ,12,1956,650,"4,130", , ,,,,, , , , , , ,,,9,7,1
3265,Cleco Power LLC,1400,Teche,LA,1,OP,7,1953,OC,,,, ,Charenton Canal,Charenton Canal,SW,SA,"21,000", , ,7,1953, , , , ,,,,, , , , , , ,150,,12,,1
3265,Cleco Power LLC,1400,Teche,LA,2,RE,5,1956,OC,,,, ,Charenton Canal,,SW,SA,"26,032", , ,7,1953, , , , ,,,,, , , , , , ,152,,12,,1
3265,Cleco Power LLC,1400,Teche,LA,3,OP,3,1971,OC,HT,,, ,Charenton Canal,Charenton Canal,SW,SA,"134,000", , , , , , ,6,1999,MW,,,,"35,906",1, , ,"1,450", ,95,,14,,1
3265,Cleco Power LLC,6190,Brame Energy Center,LA,1,OP,6,1975,OC,,,, ,Rodemacher Lake,Rodemacher Lake,SW,FR,"192,200", , ,6,1975,"3,500","35,000", , ,,,,, , , , , , ,,,10,8,1
